Title     : MicroConf Remote 2020
[27:09.52]  i've spoken at events where it's just
[27:11.12]  tech founders but i've spoken at events
[27:12.48]  where there were like filmmakers
[27:14.24]  and and writers and i've noticed that
[27:16.88]  there's a very similar
[27:18.84]  um i don't know mentality that a lot of
[27:21.28]  us are scared to ship
[27:22.72]  and and with writers i say are authors
[27:24.32]  you know i say don't ask for permission
[27:26.00]  from a publisher or agent
[27:27.52]  go write like you look at andy weir who
[27:29.52]  wrote the martian he started writing and
[27:31.12]  publishing it on his blog and it was
[27:32.56]  really good and people started liking it
[27:34.32]  and then he eventually published it into
[27:35.44]  a book he just wrote
[27:36.96]  um filmmakers you can say i need money
[27:39.92]  from a studio you can say i need
[27:41.20]  permission
[27:41.84]  to get distribution or you can do what
[27:43.60]  kevin smith or robert rodriguez did
[27:45.44]  and you can go out and just shoot a film
[27:47.12]  for 20 grand you know and it's not going
[27:48.56]  to be the best film ever but it's at
[27:49.84]  least something that you're making and
[27:51.12]  putting into the world
[27:52.16]  the same thing with startup founders i
[27:54.08]  feel like a lot of founders are waiting
[27:55.36]  for permission
[27:56.24]  i mean in the silicon valley narrative
[27:58.24]  it's waiting for permission from
[27:59.84]  people to write you a big check to do it
[28:01.28]  like i can't do it without 10 million
[28:02.48]  bucks and it's like
[28:03.20]  no you can a bunch of people have
[28:05.28]  already done that
[28:06.40]  um but in your case you know you really
[28:08.40]  talked about almost
[28:09.84]  asking for permission from uh i don't
[28:12.32]  know it's like from
[28:13.04]  it wasn't you weren't waiting for
[28:14.16]  funding but you were like waiting for
[28:16.72]  uh was it permission from yourself or
[28:19.28]  talk about that a little more about what
[28:20.32]  your particular you know predicament was
[28:21.92]  there
[28:22.48]  yeah i mean i definitely always had a
[28:24.00]  little bit of imposter syndrome and i
[28:25.60]  was like okay well maybe if someone else
[28:27.12]  tells me that i can go
[28:28.24]  and do this then i can go and do this um
[28:31.52]  but you know i think you know i i just
[28:34.80]  like having this
[28:35.68]  knowing that i have the support of
[28:36.96]  people but eventually it got to the
[28:38.88]  point where
[28:39.76]  you know eventually you just don't care
[28:41.68]  as much and you're just like i'm just
[28:42.88]  gonna do it
[28:43.52]  screw it so um yeah so i just uh
[28:48.48]  i just went i just learned to get over
[28:50.88]  that uh that feeling of um
[28:53.36]  needing permission to go do it and just
[28:55.44]  do it and it definitely was a little bit
[28:57.20]  of a learned skill like
[28:59.20]  and i remember the first time i told my
[29:00.72]  parents i was even starting like an info
[29:02.24]  products business and they're like
[29:03.92]  why don't you just stay with your job
[29:06.56]  and you know
[29:07.20]  have that 401k plan and the benefits and
[29:09.60]  everything that comes along with it but
[29:11.20]  you know that's not what i wanted to do
[29:13.04]  right and that's the part you touched on
[29:14.48]  where family and friends aren't going to
[29:15.76]  understand i ran through the same thing
[29:17.84]  um no one in my family was or friends
[29:20.48]  were entrepreneurs and so i got
[29:22.00]  questioned a lot as well as even like
[29:23.60]  yeah
[29:24.40]  it's always gonna be a struggle um i
[29:26.72]  have some questions coming in for you
[29:29.92]  first question says i love the press
[29:31.76]  release idea
[29:33.28]  how do you push it meaning how do you
[29:35.20]  promote it organic seo
[29:37.92]  ads how do you build buzz how did you
[29:40.32]  build buzz
[29:41.04]  around it and that's from deep okay um
[29:44.08]  yeah actually in terms of the press
[29:45.76]  release that wasn't something that i
[29:47.60]  actually released into the world it was
[29:49.44]  more of a thought exercise
[29:51.76]  on how i wanted to shape this product up
[29:54.80]  and get it to the point where it was
[29:56.48]  something that was
[29:57.44]  exciting to people so it was
[30:00.56]  a good way to me for me to try to figure
[30:02.72]  out some of the messaging that i could
[30:04.32]  then put in my landing page so i didn't
[30:06.00]  necessarily
[30:07.12]  publish this or promote this anywhere it
[30:08.88]  was just a document that lived in
[30:11.68]  you know in my notion and you know i
[30:14.24]  just would eventually
[30:15.60]  and sometimes go back to it just to make
[30:17.44]  sure that i was on the right path
[30:19.52]  and building the thing that was exciting
[30:21.76]  to build as i was building it
[30:24.24]  yep yeah it's something i've actually
[30:26.32]  done myself um
[30:28.08]  to write to write the i didn't just call
[30:30.48]  it a press release i would call it the
[30:31.84]  landing page
[30:32.72]  so i would start with the landing page
[30:34.00]  before i would build a product or
[30:36.08]  write the book or launch like before we
[30:38.96]  launched
[30:39.36]  the very first microconf mike tabor and
[30:41.36]  i sat down and built a landing page with
[30:43.68]  all the marketing copy and some
[30:44.80]  headshots of people we thought we wanted
[30:46.00]  to be in
[30:46.64]  and we didn't we didn't release that
[30:48.16]  before we invited the people but then
[30:49.52]  that was really the launch you know
[30:51.04]  before we booked a hotel that's how
[30:52.48]  that's how we did it so
[30:53.68]  i like that piece of advice um for our
[30:56.00]  next question we actually have a brave
[30:57.60]  soul who
[30:58.40]  is going to come on and ask it via video
[31:01.52]  for producer xander we'll bring them on
[31:08.56]  hello my question is you had people sign
[31:12.56]  up
[31:12.96]  on your landing page because they were
[31:14.80]  curious about the product
[31:17.12]  how much did you interact or did you
[31:19.12]  interact with those people
[31:20.48]  at all during your building process
[31:24.16]  i i did email them a couple points
[31:26.64]  throughout the process
[31:28.24]  um and another thing that was also
[31:30.48]  helpful was after i sent them to
[31:32.08]  that email capture i also sent them to a
[31:35.04]  thank you page that had you know
[31:36.64]  what brought you here to you know why
[31:39.12]  were you interested
[31:40.00]  in this product today and that helped me
[31:41.76]  get a lot of good information but
[31:43.52]  yeah i would email people occasionally
[31:47.04]  on the list but i probably should have
[31:49.04]  done it more than i did to be honest
[31:51.84]  but you know hindsight is 20 20.
[31:55.92]  yeah your your first one is always hard
[31:57.68]  i'll tell you what i so just a quick
[31:59.12]  piece on that
[32:00.16]  um when we launched drip which was 2013
[32:03.92]  now wow so long ago um we started
[32:07.20]  building up a pretty good list
[32:08.56]  and i had learned enough by then that i
[32:10.48]  knew that we i should be in contact
[32:12.08]  every few months so i was sending some
[32:13.44]  screenshot updates
[32:14.56]  but more importantly i started sending
[32:16.88]  light surveys
[32:18.16]  and saying hey what's your role what are
[32:20.56]  you looking for from drip what do you
[32:22.08]  hope it does you know all these
[32:23.36]  questions and then i was able to segment
[32:24.72]  that audience
[32:26.24]  and then i had some one-on-one
[32:27.44]  conversations i most via email actually
[32:29.68]  i didn't do a lot of kind of zoom stuff
[32:32.00]  um but that did help us shape the
[32:34.00]  direction of the product from the start
[32:35.68]  and so
[32:36.24]  that's a pretty loose framework i think
[32:38.00]  i went pretty in-depth on
[32:39.28]  startups for the rest of us which is my
[32:40.56]  podcast i haven't mentioned yet today
[32:41.76]  but um
[32:42.72]  there's an episode there where i talk
[32:43.92]  about doing a survey of a pre-launch
[32:45.52]  list
[32:46.00]  and that really walks through the
[32:47.12]  questions i asked and kind of the um
[32:49.28]  help it gave me but it just goes to show
[32:51.44]  you corinne didn't do that and still had
[32:53.28]  a you know it had a decent launch so
[32:54.64]  it's like you don't have to do these
[32:55.76]  things
[32:56.00]  they just add they add a little bit they
[32:58.00]  maybe help you a little bit more with
[32:59.28]  vision or they help you
[33:00.48]  land a few more folks all right another
[33:03.52]  question all right there's another one
[33:06.40]  where someone's coming on camera
[33:07.92]  producer xander please roll it
[33:10.16]  hey corinne thanks so much for your talk
[33:11.84]  really appreciated it um
[33:13.44]  so i've also come from a non-technical
[33:15.76]  background i'm in sales and business
[33:17.28]  development
[33:18.16]  uh where did you learn coding and which
[33:20.80]  programming language did you start with
[33:24.08]  cool yeah so i in the beginning i
[33:27.12]  just took a whole bunch of tutorials and
[33:29.92]  did all the basic tutorials for a whole
[33:31.68]  bunch of languages
[33:33.44]  i ended up going through the ruby on
[33:35.92]  rails tutorial
[33:37.20]  and that was the one that made the most
[33:39.68]  sense to me
[33:40.56]  so that's what i started off with so i
[33:43.44]  started off with
[33:44.32]  going through the tutorials finding some
[33:47.52]  things online and then i eventually
[33:49.68]  joined the go rails community
[33:51.60]  and they have a really great a bunch of
[33:53.76]  videos to learn
[33:55.04]  there so if you're interested in rails
[33:57.60]  as the language
[33:59.04]  i would definitely recommend them and
[34:01.92]  yeah
[34:02.32]  ruby and rails just made the most sense
[34:04.32]  to me so
[34:05.60]  that's what i ended up going with wasn't
[34:07.52]  super anything super exciting wasn't
[34:09.28]  this
[34:09.84]  cool new javascript framework du jour it
[34:12.64]  was just
[34:13.44]  just rails i still say that
[34:17.12]  those old proven tools are like the way
[34:18.88]  to go um
[34:20.48]  if i were to build an app today i would
[34:21.92]  i would go with something very proven
[34:23.12]  and also
[34:24.40]  well i don't know i'm just uh at this
[34:26.48]  point i'm not going to be said about
[34:28.08]  using boring technology i know i know
[34:31.76]  so much of an ecosystem so we have quite
[34:33.68]  a few questions and maybe
[34:34.88]  let's try to lightning round them i
