Title     : How Anthropic, Costco, and Patagonia all build incorruptible companies  | Eric Ries
Video ID  : PoJ1vTdHpks
[87:20.72]  have like just like we have doctors have
[87:22.16]  a hypocratic oath first do no harm. Why
[87:24.96]  don't we have that for directors? It's
[87:26.64]  insane to me. Directors control like
[87:29.20]  have far more make far more
[87:30.56]  consequential decisions than nurses. So
[87:32.48]  why do we hold nurses to a higher
[87:33.84]  standard than directors? No. So you we
[87:36.56]  can wait for us to standardize on an
[87:38.08]  oath for everybody, but you could
[87:39.20]  implement one right now. You could just
[87:40.40]  write it into your corporate charter.
[87:41.52]  Everyone has to do this. It's a
[87:42.48]  precondition of being on the board. And
[87:44.88]  then the third thing is I'm going to
[87:47.28]  presume again for founders, we'll talk
[87:49.44]  about non-founders in a second, but for
[87:51.04]  founders, I'm going to presume you've
[87:52.16]  already got what are called founders
[87:53.36]  preferred shares. If you don't know what
[87:55.76]  that is, you need to ask an LLM to
[87:58.56]  explain it to you. And just say, Eric
[88:00.88]  said founders preferred shares could
[88:03.04]  potentially make me like personally an
[88:05.04]  extra billion dollars someday. So, can
[88:07.68]  you explain to me why? Type that prompt
[88:09.60]  and read what it says. You need to
[88:10.96]  understand the economics of what are
[88:12.24]  called founders preferring. So, I'm
[88:13.44]  going to assume that you understand that
[88:14.48]  and you've already done it. If you
[88:15.76]  haven't, that don't that doesn't count
[88:16.96]  on my bill of extra things you needed to
[88:18.40]  do because you needed to do that anyway
[88:19.60]  for personal reasons. But if you have
[88:22.64]  that, then that's the logical place to
[88:25.36]  do things like founder control, extra
[88:27.76]  votes, board votes for board control,
[88:30.32]  stuff like that. So, so talk to your
[88:31.92]  lawyer about um about what are called
[88:34.80]  mission protected provisions. If your
[88:36.24]  lawyer is kind of being a drag or you
[88:37.92]  don't like having to pay them by the
[88:39.28]  hour, I actually helped start a law firm
[88:41.68]  just because this drives me crazy. So,
[88:43.76]  there's a law firm called Virgil.
[88:45.12]  They'll be happy to help you and they
[88:46.48]  don't charge you by the hour. Um, this
[88:48.08]  is not the main thing that they do. They
[88:49.44]  mostly do AI assisted back office
[88:51.04]  acceleration, which is also very cool.
[88:52.88]  But anyway, you make sure you have
[88:54.96]  somebody you can talk to about it. Okay?
[88:56.80]  And then after you figured out which of
[88:58.72]  those things you want to do, then put
[89:00.80]  yourself, imagine yourself in the seat
[89:02.16]  of an investor saying, "It sounds like
[89:03.60]  you're a greedy sob. You're all this
[89:06.24]  power for yourself. You're like a power-
[89:07.60]  hungry emperor. Why do you want to be
[89:09.28]  emperor for life?" So, you don't want to
[89:11.28]  be emperor for life. Right now, we kind
[89:13.36]  of have this dichotomy between what I
[89:15.04]  call investor controlled companies and
[89:18.00]  founder controlled companies. And
[89:19.28]  everyone's like, "You got to pick one or
[89:20.48]  the other." But neither alternative is
[89:22.40]  very good. What we want to create are
[89:23.92]  what I call mission controlled
[89:25.36]  companies. So a mission controlled
[89:27.44]  company is one where the mission itself
[89:28.96]  has sovereignty.
[89:30.96]  And so if you're feeling a little greedy
[89:33.04]  about grabbing all this power for
[89:34.24]  yourself, that's the time to do
[89:35.76]  something like the anthropic LTBT. It's
[89:38.08]  very easy to implement in the early
[89:39.68]  stages because you don't need a
[89:41.20]  nonprofit. Like let's say you don't want
[89:42.40]  to be Nova Nordisk. You don't actually
[89:44.48]  have to boot up the nonprofit right now.
[89:46.16]  All you have to do is write it into the
[89:47.44]  charter the way Anthropic did. Just say
[89:49.52]  10% of the equity is hereby pledged to a
[89:51.84]  nonprofit foundation and 1% of future
[89:53.76]  revenue. the foundation gets a board
[89:55.92]  seat or whatever you want to say. Like
[89:57.36]  those things are really easy. Just write
[89:58.56]  them into your charter, fire and forget
[90:01.04]  and then boot it up later, but make sure
[90:02.88]  you have the right to do it now. Those
[90:04.96]  are the bare minimum easiest things in
[90:06.96]  the book to do. Um a total piece of
[90:10.16]  cake.
[90:10.64]  >> It's interesting how so much of this is
[90:12.08]  similar to not similar but uh to AGI
[90:14.96]  alignment, finding a way to align AI,
[90:17.12]  finding a way to align your your
[90:18.80]  business.
[90:19.28]  >> It's not a coincidence. Okay, there's a
[90:22.00]  deep philosophical reason why this comes
[90:23.92]  up.
[90:24.48]  >> I'll give you the simple version and
[90:25.68]  then we'll do the complicated version.
[90:27.04]  The simple version is who aligns the
[90:29.04]  aligners.
[90:30.88]  >> This is the number one unsolved problem
[90:32.40]  in AI. It's not the tech. We're making
[90:34.00]  great progress on the technical
[90:35.20]  alignment problem. But we haven't made
[90:37.28]  jack progress on the human alignment
[90:39.44]  problem which is that we've known since
[90:41.60]  the development of Conway's laws
[90:43.44]  Conway's law decades ago that software
[90:46.08]  products the organizational imprint of
[90:49.12]  the humans who make the software shows
[90:50.96]  up in the technical architecture of the
[90:52.64]  software like it's really weird actually
[90:55.04]  we don't think about it that much but
[90:56.08]  like the org chart is visible in the
[90:58.16]  architecture diagram why because human
[91:00.80]  values flow from the parent to the child
[91:03.68]  so that's one reason we have to make
[91:05.12]  sure that that that If you're trying to
[91:06.48]  solve the alignment problem, but you
[91:07.76]  can't agree on what the human values are
[91:09.20]  to align to, you're already cooked. But
[91:11.44]  the deeper and more interesting problem,
[91:13.44]  I don't know, I don't know if your
[91:14.32]  listeners will be familiar with this or
[91:15.44]  not. There's this concept in the
[91:17.04]  scientific literature called emergent
[91:18.88]  intelligence. And I write about it in
[91:21.12]  the book because corporations,
[91:23.12]  organizations are the oldest form of
[91:25.12]  artificial intelligence on the planet.
[91:27.68]  They are an example of this emergent
[91:30.72]  intelligence. The same scientific
[91:32.24]  principle that makes the transformer
[91:34.32]  architecture work. and appear
[91:36.08]  intelligent. That same principle is at
[91:38.64]  work in organizations. Organizations are
[91:41.36]  literally super organisms. They are
[91:44.08]  alive in the same way that these models
[91:48.40]  are emergent intelligences. And if you
[91:50.80]  don't know what this is, it can sound
[91:51.84]  very metaphysical and weird and spooky.
[91:53.36]  So if you want a physical demonstration,
[91:54.88]  I promise no metaphysics required. One
[91:57.20]  of my favorite demonstrations of
[91:58.56]  emergent intelligence, I don't know,
[91:59.68]  maybe Lenny, maybe you can link the
[92:00.88]  video. Um I have it in the book, too.
[92:03.60]  There's a video where researchers
[92:05.36]  created this thing they called the piano
[92:06.72]  movers puzzle. You remember that famous
[92:08.88]  clip that I don't know if you know the
[92:09.84]  meme of friends where they're trying to
[92:11.04]  get the couch down the stairwell and
[92:12.56]  he's like pivot pivot pivot. People send
[92:14.40]  it to me all the time for obvious
[92:15.60]  reasons.
[92:16.48]  >> Um they created a version of that puzzle
[92:19.52]  that they had ants solve. So visualize
[92:22.40]  there's like two slits, two walls with a
[92:24.40]  gap in each wall and a big Ibeam shaped
[92:26.96]  irregular object. And if you watch a
[92:29.28]  human solve the puzzle, it goes like
[92:31.04]  this. They like try one thing. They
[92:32.96]  think about it, they rearrange you. You
[92:34.64]  go back, you back. You know, you've ever
[92:36.24]  got to do a puzzle like that. You can
[92:38.08]  just tell watching the video that an
[92:40.32]  intelligent person is trying to solve
[92:41.84]  this puzzle because they try logical
[92:43.44]  things that don't work and then they
[92:45.04]  learn. If you give one ant this puzzle,
[92:48.00]  he cannot solve it obviously. But put a
[92:50.64]  thousand ants in there and they can
[92:52.64]  solve the puzzle. And if you watch the
[92:55.28]  video of the ant colony solving this
[92:58.16]  puzzle, you will swear you can see an
[93:00.72]  intelligence at work because it does
[93:02.72]  just like a human. It tries something,
[93:04.80]  it pauses to consider, it re reorients,
[93:08.08]  tries something different. It's spooky.
[93:10.24]  And the researchers found this is what
[93:11.68]  we have to understand for humans. The
[93:14.16]  more ants you put in the puzzle, the
[93:16.24]  faster the solution.
[93:18.40]  But the more humans you add, the worse.
[93:22.24]  Unless the humans are very carefully
[93:24.88]  aligned,
[93:26.72]  this is the key lesson for
[93:28.00]  organizational design. We are birthing
[93:30.24]  these things left and right. And if we
[93:32.96]  don't tend to them properly, they
[93:34.72]  develop emergent characteristics that we
[93:36.56]  don't like. We don't want that to be
[93:38.16]  like that. And no amount of founder mode
[93:40.48]  is going to clean that up because you're
[93:42.16]  talking about something that's deep in
[93:43.60]  the in the DNA of the thing you made.
[93:46.80]  Beware. What I'm hearing here is we
[93:48.72]  should be hiring more ants for our
[93:50.16]  organizations.
[93:52.08]  Um,
[93:54.24]  >> Eric, we've given people a lot to think
[93:55.92]  about. I think there's a lot of just
[93:57.28]  like, "Oh, wow. I should really think
[93:58.72]  about this and take this seriously.
[94:00.64]  What's a final thought, final nugget,
[94:02.96]  final lesson you want to leave listeners
[94:04.48]  with before we get out of here?" Let's
[94:07.28]  talk about Mary Parker Flet. I mentioned
[94:08.88]  her in passing and I feel like, you know
[94:10.72]  what? I bet a bunch of people have never
[94:11.84]  heard of her. So, let me let me give you
[94:13.28]  one more one more blast from the past.
[94:15.76]  Most people have heard of someone named
[94:16.96]  Frederick Winsow Taylor. Fred Taylor is
[94:19.52]  a good friend of mine. You know, one of
[94:20.72]  the pioneering original management
[94:22.24]  theorists. You know, he wrote the
[94:23.44]  principles of scientific management in
[94:24.96]  1911. And tailorism was one of the most
[94:27.84]  popular management fads of all time. If
[94:29.44]  you think we have fads now, you should
[94:30.72]  see Taylorism. It was like debated at
[94:32.24]  the Supreme Court. It was front page
[94:33.60]  news in the 19s. Taylor, they made
[94:36.24]  movies about him. He was an incredibly
[94:37.76]  famous person. But one of his
[94:39.52]  contemporaries was a woman, her name was
[94:41.04]  Mary Parker Flet. and her work is so far
[94:45.76]  ahead of its time that if you read it
[94:48.16]  today, you would think you were this
[94:50.32]  person lived in 2026. She would write
[94:53.04]  things like um we need to focus on power
[94:55.60]  with not power over. She said the
[94:58.40]  superior and the subordinate together
[95:00.40]  obey the law of the situation. Meaning
[95:03.20]  we work together to figure out what the
[95:04.72]  situation requires. We don't just tell
[95:06.56]  the subordinate what to do. She said the
[95:08.88]  job of a leader, the the the hallmark of
[95:11.44]  a leader is can they create more
[95:12.96]  leaders. So like if someone said that to
[95:15.28]  you right now, you'd be like, "Oh,
[95:16.24]  that's going on TikTok right the
[95:17.44]  second." Like Twitter, that's awesome.
[95:19.52]  What podcast was that on? No, she wrote
[95:20.96]  that in 1920. Um now, unfortunately, for
[95:24.32]  reasons you probably can guess, she was
[95:26.64]  utterly erased from history. Like her
[95:28.80]  work was utterly lost. Nobody studied it
[95:30.56]  at all for most of the 20th century. And
[95:32.56]  then it was totally rediscovered and she
[95:34.40]  and and was republished in the 1990s.
[95:36.80]  The great Peter Ducker called her the
[95:38.64]  prophet of management. Okay, so one of
[95:42.56]  her most important concepts is what she
[95:44.32]  called the invisible leader. And I just
[95:46.64]  love this. She just imagine someone a
[95:48.72]  woman in 1920 going around saying this
[95:50.40]  to people how it would blow their minds.
[95:52.72]  She would say, "Mr. Roundtree,
[95:56.32]  the owner of the Roundtree Chocolate
[95:58.72]  Factory, is not the leader of the
[96:02.16]  Roundtree Chocolate Factory."
[96:04.56]  And people be like, "Lady, what are you
[96:06.72]  talking about? His name is on the door.
[96:08.56]  His family has owned this thing. Like,
[96:10.24]  what? How? If he's not the leader, who
[96:11.92]  is?" She'd be like, "Glad you asked."
[96:13.92]  Mr. Roundtree is an excellent leader
[96:15.76]  because he's very good at instilling in
[96:18.00]  his people the sense of common purpose
[96:21.20]  of what this factory is about. And the
[96:23.68]  common purpose rather than Mr. Roundtree
[96:25.60]  himself is their invisible leader. And
[96:28.40]  this is maybe the most powerful concept.
[96:30.40]  If you if you want to manage something
[96:31.68]  like as a leader, you have to understand
[96:34.72]  that the most consequential decisions
[96:36.72]  that will affect any organization's life
[96:38.72]  are almost by definition made when no
[96:41.28]  manager is present.
[96:43.60]  You think you made the decision when you
[96:46.00]  told everybody, "We're going to build a
[96:47.36]  high-quality product. Our vision is
[96:49.28]  this. Our plan is this." But you're not
[96:51.76]  there when the product managers and the
[96:54.48]  designers and the engineers make the
[96:56.56]  actual tradeoffs, right? somebody
[96:58.72]  sitting there with the code and being
[97:00.64]  like rounded corners or straight
[97:02.40]  corners, skuorphism or not. When person
[97:06.00]  clicks this button, do we double check?
[97:08.48]  Do we understand what they meant or do
[97:09.68]  we just erase their hard drive? Right?
[97:10.96]  Like thousands upon thousands of these
[97:13.20]  tiny little decisions get made. Only the
[97:16.00]  invisible leader is present. So if you
[97:18.56]  don't cultivate that sense of common
[97:20.48]  purpose, you have no control over what's
[97:22.64]  going to happen. Again, your promises
[97:24.80]  are worthless. So if you want found want
[97:27.52]  a little homework, read Mary Parker,
[97:28.88]  follow it. Uh she will she will
[97:30.96]  enlighten you.
[97:32.08]  >> If any of this is at all interesting to
[97:34.24]  you, if you want to explore this, if you
[97:35.92]  want to implement it, buy Eric's book,
[97:38.08]  Incorruptible, is there a website to
[97:40.24]  look at or just Google and find it?
[97:42.08]  >> Yes. Yes, of course. You can find it
[97:43.20]  anywhere books are sold. Um but yes, we
[97:45.12]  do have a website, incorruptible.co.
[97:46.88]  Please join the mailing list. We have
[97:48.40]  tons of bonus content, especially for
[97:50.40]  those who are impleers. We have
[97:51.68]  implementation guides and advanced
[97:53.28]  implementation guides and readers
[97:54.56]  guides. Lots of extra content, uh,
[97:56.08]  including a secret chapter that got cut
[97:57.60]  from the original manuscript. Tried to
[97:59.36]  make it really worth your while to go to
[98:00.72]  the website, pre-order, and sign up for
[98:02.56]  the mailing list. Um, but you don't have
[98:04.96]  to buy it from me. You can buy the book
[98:06.48]  anywhere books are sold. It's in hard
[98:08.08]  coverver. It's in uh audiobook and ebook
[98:11.12]  if you want to. One of my favorite
[98:12.64]  things about the website, we have a list
[98:14.80]  of I more than hundred last time I
[98:16.48]  counted of local independent bookstores
[98:18.48]  that are carrying the book and where you
[98:19.76]  could order online. So, if you want to,
[98:23.12]  not only could you do me a favor and buy
[98:24.80]  a copy or 10 or 20 or however many you
[98:26.72]  want and give them away, but if you'd
[98:28.48]  like to make the day of your local
[98:30.72]  independent bookstore, you want to
[98:31.76]  support a local community like a pillar
[98:34.16]  of your community and be their favorite
[98:36.80]  customer, you call them up and say, "I
[98:38.64]  have this book coming out. I'd like a
[98:39.92]  bunch of copies to give away. Can I get
[98:41.20]  them on launch day?" You your friends
[98:43.44]  will thank you. The bookstore will thank
[98:45.20]  you. And I will thank you.
[98:46.80]  >> A great pitch. Incorruptible. Why good
[98:49.12]  companies go bad and how great companies
[98:50.72]  stay great. Eric Ree, thank you so much
[98:52.64]  for being here.
[98:53.12]  >> Hey, thank you, Lenny. Appreciate
[98:54.16]  Appreciate you giving the chance to to
[98:55.60]  talk about it and congrats on all you're
[98:56.96]  doing.
[98:57.36]  >> Thanks, Eric. Bye, everyone.
[98:59.84]  Thank you so much for listening. If you
[99:01.52]  found this valuable, you can subscribe
[99:03.04]  to the show on Apple Podcasts, Spotify,
[99:05.52]  or your favorite podcast app. Also,
[99:08.08]  please consider giving us a rating or
[99:10.00]  leaving a review as that really helps
[99:11.84]  other listeners find the podcast. You
[99:14.00]  can find all past episodes or learn more
[99:16.08]  about the show [music] at
[99:17.12]  lennispodcast.com.
[99:19.28]  See you in the next episode.
